energy_eV,detected,total,pct,kernel_time_s,throughput_e_per_s
5003.0,26920,750000,3.6,6935.1,108.1
5003.5,27008,750000,3.6,6405.9,117.1
5004.0,26772,750000,3.6,6932.4,108.2
5004.5,26953,750000,3.6,6235.3,120.3
5005.0,26647,750000,3.6,5677.3,132.1
5005.5,26946,750000,3.6,6283.4,119.4
5006.0,26828,750000,3.6,6756.6,111.0
5006.5,26742,750000,3.6,5899.2,127.1
5007.0,27205,750000,3.6,5949.6,126.1
