# ELektron2 Java Simulation Results
# Date: 2026-03-07 18:19:57
# Integrator: DormandPrince853 (commons-math3)
# DP853 minStep: 1.0E-10  maxStep: 10.0  absTol: 1.0E-12  relTol: 1.0E-12
# Java: 25.0.2  OS: Windows 11 amd64
# Cores: 24
# Total time: 19889 ms
# Total simulations: 10
# startEnergy: 5000.0 eV
# startPos: -14663.993697025551 (reduced)
# detectionDistance: 14663.993697025551 (reduced)
# rangeMin: 1.0E-12 m
# rangeMax: 1.0E-10 m
# spin: 1
# Z: 6.0
# alpha: 0.0072992700729927
# reducedBohr: 274.49813790303745
# zitterRadius: 1.93079634E-13 m
# atomCount: 30
# atomSpacing: 735.4478411741759 (reduced) = 1.42E-10 m
# chainHalfLength: 10663.993697025551 (reduced)
# maxTime: 1000000.0 (reduced)
# Summary: isNaN=0 isPos=10 isNeg=0 is120L=0 is120R=0 isRenorm=0
#
# Columns:
# idx qx qy qz rx ry rz vx vy vz ux uy uz energyIn_eV energyOut_eV angle_deg steps apexCharge apexMass v2 u2 |q-r|2 minZdot2 maxZdot2 minXdot2 maxXdot2 minR maxR isNaN isPos isNeg elapsedMs dxZERO_reduced psi0
#
0 -2313.0794067524907 1.18577596290675E-16 14663.99369715966 -2312.022876194547 2.876787866791711E-17 14664.400977588895 -0.013736798790739153 6.386762968341073E-22 0.13819280269036924 -0.35968870926759294 -2.7842918920371416E-17 0.933072362360957 5000.0 4999.999998125987 98.96390401545604 1202545 1.0 1.0 0.019285950356436578 1.000000000976444 1.2821341679075102 0.9999999979923421 1.0000000020203814 0.019285950356436578 0.020930419129726978 0.8556721848898639 1.1451747558690035 0 1 0 12856 207.87709926723753 0.22541107207354366
1 7886.257227606794 1.4917659626834807E-15 14663.993697111038 7886.9160626775965 1.5074717216718314E-15 14663.10382821301 0.04485094575870687 8.366473415625907E-21 0.13143189501543842 0.8036984616558817 -7.534597620844436E-17 0.5950367911918271 5000.0 4999.999999800047 61.72875307876704 1251066 1.0 1.0 0.019285950362799693 1.0000000001398968 1.225930306196932 0.9999999982852411 1.0000000017178634 0.019285950362799693 0.029072162512605432 0.831979741491806 1.1728967637081718 0 1 0 13740 151.46650516008265 0.5474389565686079
2 2168.7572746467617 5.132703626724482E-16 14663.993697025553 2169.5216648796513 4.202296564468462E-16 14664.736563693763 0.025747707976702394 5.819883346717528E-21 0.13646613461495727 -0.6969382713930008 7.864673413537479E-18 0.7171311218555674 5000.0 4999.999999800387 81.58712518337562 1206053 1.0 1.0 0.019285950362801185 1.0000000000660887 1.136143314874266 0.9999999989114011 1.0000000011008061 0.019285950362801185 0.02667499248729855 0.8385067173860518 1.1651430774207587 0 1 0 13851 490.16667927774546 5.062800679127539
3 -14843.234599079326 9.864748813720367E-16 14663.993697025551 -14843.695560524047 9.614766905368895E-16 14664.870704857321 -0.0734246322445781 4.813977696777299E-21 0.11787609483012923 -0.8851766731198093 8.54109510735749E-17 -0.4652550465221862 5000.0 4999.999997130787 135.3480374635074 1378222 1.0 1.0 0.019285950352653156 1.0000000009498153 0.9816281905063156 0.9999999974332218 1.000000002548703 0.019285950352653156 0.028545530353819657 0.8328167582754963 1.1720762416572823 0 1 0 16682 122.50624495334404 1.419229040290116
4 -3386.2322270883483 1.0795564132191457E-15 14663.993697025551 -3386.136542992678 1.011356944535543E-15 14665.004486521906 -0.021233395351685436 6.724985095227285E-21 0.13724100434210001 -0.9955493730882786 6.228712615004524E-17 0.09424142412028015 5000.0 4999.99999669304 103.00290277119916 1207659 1.0 1.0 0.019285950350989293 1.0000000002766831 1.030850852105487 0.9999999982467883 1.0000000017587303 0.019285950350989293 0.02264395233161825 0.8501937202890639 1.1515267861021758 0 1 0 18362 48.38313675041701 2.37955120371946
5 1817.8330435319754 -3.54306423048165E-16 14663.993697025553 1818.6457781130434 -4.483125812786082E-16 14664.705880617455 0.017004958195526453 -3.493740866494154E-21 0.1378288132635257 -0.6590499523208648 3.181217715511548E-18 0.7520991683055701 5000.0 5000.000001395248 82.93333729750911 1201345 1.0 1.0 0.01928595036886344 0.9999999986200645 1.1677429678389406 0.9999999983031836 1.0000000016930508 0.01928595036355975 0.021908398162575143 0.852525837892896 1.1488072744019557 0 1 0 18625 -145.67374956108915 1.125740731861465
6 153.96072930990556 1.0644565142554725E-16 14663.993697025553 153.2200900134363 1.2284768586484523E-16 14664.45940808734 0.0066245968586339 3.203023022060126E-21 0.13871577080913905 -0.532307837081903 9.40983358231539E-17 -0.8465508648783554 5000.0 4999.999997672581 89.39846019656676 1197466 1.0 1.0 0.019285950354713016 1.0000000002451053 0.7654333605446423 0.9999999979179935 1.0000000020954858 0.019285950354713016 0.02271153989848476 0.8501105325588668 1.1516205199029714 0 1 0 18819 -487.22212978971197 4.8725021001881075
7 -5918.359839472905 2.388962138129864E-16 14663.993697025553 -5918.963112528899 2.328767370413751E-16 14664.694437304488 -0.03556254035509726 1.356480389711068E-21 0.1342432720083694 -0.7578448302560388 9.253579523800291E-17 -0.652434833104514 5000.0 4999.99999801672 111.9789088100829 1229345 1.0 1.0 0.01928595035602098 0.9999999981939193 0.8549753186098026 0.9999999975566496 1.000000002449775 0.01928595035602098 0.022274194374775777 0.8513690566939854 1.1501505036713657 0 1 0 18939 201.4478078993776 1.9734609650598476
8 -8699.817680402655 6.867922078639514E-16 14663.993697025551 -8700.050790475912 7.548952777051135E-16 14663.114655401232 -0.04638557073611579 3.591699480960282E-21 0.130898163396767 0.9665901837869926 -3.8425265984055635E-17 -0.25632678021014393 5000.0 4999.999997264562 120.67970298366976 1262043 1.0 1.0 0.019285950353161913 1.0000000016462716 0.8270544835396118 0.9999999977912898 1.0000000022258055 0.019285950353161913 0.02429348853927594 0.8451057394508513 1.1574326358646219 0 1 0 19528 82.02106726008034 2.9401081447174153
9 -10802.62045905555 1.7835862166708434E-15 14663.993697025551 -10803.122545098558 1.8578699177107584E-15 14663.281155168923 -0.06752880417980014 1.106974062170095E-20 0.1213499524780142 0.817445744537107 -1.186393236521155E-17 -0.5760055999402858 5000.0 4999.999999160899 126.37820399792525 1316828 1.0 1.0 0.019285950360370098 0.9999999964243939 0.7598062920314514 0.9999999962437751 1.0000000037427326 0.019285950360370098 0.027265081611525004 0.8363481011395912 1.1677415335862293 0 1 0 19878 -142.40956184276905 3.390051982641878
