# ELektron2 Java Simulation Results
# Date: 2026-03-13 18:32:41
# Integrator: DormandPrince853 (commons-math3)
# DP853 minStep: 1.0E-10  maxStep: 10.0  absTol: 1.0E-12  relTol: 1.0E-12
# Java: 25.0.2  OS: Windows 11 amd64
# Cores: 24
# Total time: 7930 ms
# Total simulations: 24
# Detected: 3
# Detected ratio: 12.5%
# Detector: 100.0mm x 100.0mm at 1.0m
# startEnergy: 5000.0 eV
# startPos: -14663.993697025551 (reduced)
# detectionDistance: 14663.993697025551 (reduced)
# rangeMin: 1.0E-12 m
# rangeMax: 1.0E-10 m
# spin: 1
# Z: 6.0
# atomCount: 30
# atomSpacing: 735.4478411741759 (reduced) = 1.42E-10 m
# chainHalfLength: 10663.993697025551 (reduced)
#
# Columns:
# idx qx qy qz rx ry rz vx vy vz ux uy uz energyIn_eV energyOut_eV angle_deg steps elapsedMs dxZERO_reduced psi0 xDet_mm yDet_mm
#
0 -823.4944137091123 1.3706744649724547 14427.037074808262 -823.5214910057456 0.36502632468416985 14427.037034040563 -0.005922214440055309 9.824747938663514E-6 0.13874753155217942 -0.9899262690666916 0.026648344792901818 0.13905339870196484 5000.0 4999.999965448694 93.26689476859143 1015972 6826 315.16086130714206 0.6665705470280294 -42.683385958676425 0.07081025391048976
1 -456.42703714637025 0.1753211123118956 14663.993697025551 -457.3135531721165 0.6389136798110131 14663.993729091657 8.785306539477429E-4 -3.386021205340357E-7 0.138871086012146 0.4589124279631275 0.877556709098451 0.13890142333951963 5000.0 4999.999995490313 91.78279554060184 1024845 6924 290.8094803588852 2.2456383130529622 6.326231609299177 -0.002438247804185968
2 -204.81540851851923 0.21189969989534993 14663.993697025551 -205.77911573418783 -0.05128281202216335 14663.993956166994 0.00372845164297632 -3.9080203625638635E-6 0.13882380559840396 -0.2608582252605801 0.9553330331608716 0.1388948594720985 5000.0 5000.000001102282 90.80021143716802 1024889 7073 -376.8790532781842 1.8282733891614662 26.85743721622328 -0.02815093813138338
