# ELektron2 C++ Simulation Results
# Date: 2026-03-07 15:54:00
# Integrator: Boost.Odeint DormandPrince5(4)
# Boost absTol: 9.9999999999999998e-13  relTol: 9.9999999999999998e-13
# Cores: 24
# Total time: 15698 ms
# Total simulations: 1000
# startEnergy: 5000 eV
# startPos: -1000 (reduced)
# detectionDistance: 1000 (reduced)
# rangeMin: 9.9999999999999998e-13 m
# rangeMax: 1e-10 m
# spin: 1
# Z: 6
# alpha: 0.0072992700729926996
# reducedBohr: 274.49813790303745
# zitterRadius: 1.93079634e-13 m
# maxTime: 1000000 (reduced)
# Summary: isNaN=0 isPos=999 isNeg=1 is120L=0 is120R=0 isRenorm=0
#
# Columns:
# idx qx qy qz rx ry rz vx vy vz ux uy uz energyIn_eV energyOut_eV angle_deg steps apexCharge apexMass v2 u2 |q-r|2 minZdot2 maxZdot2 minXdot2 maxXdot2 minR maxR isNaN isPos isNeg elapsedMs dxZERO_reduced psi0
#
0 306.03224648086746 8.5889730592923915e-18 1000.0023742972506 306.33169460766931 -7.0231729943181584e-17 1000.9807811695465 -0.00092671352431720566 1.1797810608433485e-23 0.13887079716890047 -0.95621751029992264 4.8987657914081802e-17 0.29265692052268616 5000 5000.0017733062759 72.984237974983216 880954 1 1 0.019285957104282048 1.0000000001340046 1.0469491884009106 0.99999999984143706 1.000000000157006 0.0192859503680874 0.019351445928717875 0.86090512834292388 1.1391281641945643 0 1 0 394 312.83743614215047 1.6594162618559685
1 479.32856682485601 8.5212403392164087e-18 1000.0014268461255 480.09769365032179 8.9434333053939476e-18 999.23287844234596 -0.00029246575820373661 2.4382452948270702e-24 0.13887356492532371 0.70684074140866038 -7.8448432571868553e-17 0.70737272088290648 5000 5000.0005807950447 64.390300717847325 881224 1 1 0.019285952571287821 0.99999999996443101 1.1822227226030868 0.99999999986719534 1.0000000001328706 0.019285950366606693 0.019303828841852767 0.86106595152994714 1.1389433335336221 0 1 0 403 481.572389997747 2.5594047391908665
2 -447.67523788831488 8.5295140411279366e-18 1000.0016466262443 -446.57627539009104 -4.1609796177685995e-17 999.72425723961851 0.00035771630875281038 3.5790616280927322e-24 0.13887341412444823 0.24473447819250166 -6.6332140729509384e-17 0.96959013772485292 5000 5000.0007229205903 114.11684537559181 881120 1 1 0.019285953111538044 0.99999999998945532 1.2846634443150386 0.99999999990944866 1.0000000000923754 0.019285950366843822 0.019308362918742696 0.86105053077969562 1.1389607479586448 0 1 0 400 -450.1107516690459 1.209442221483509
3 330.29277099431329 8.5705831322003044e-18 1000.0014078709474 329.67775328797853 5.9631018487567223e-18 1000.6527411854265 -0.00077997979919738566 9.2554039767680438e-24 0.13887169555609308 -0.7270858261559795 9.5502028065549473e-17 -0.68654657636609151 5000 5000.0015341273711 71.722008207178121 880855 1 1 0.019285956195111358 1.0000000001169247 0.80248186565555946 0.99999999987701804 1.000000000122035 0.019285950367882079 0.019339856540479282 0.86094383977544797 1.1390836579381585 0 1 0 408 336.04295630008482 1.657810070235638
4 -493.14527611300093 8.5212875705487631e-18 1000.0015095774169 -493.8281582333621 1.5455852071369019e-17 1000.5655892660873 0.00026921478906265141 2.4442673004705726e-24 0.13887361126208964 -0.63685438662976257 9.5273660295867484e-17 -0.77098410505386128 5000 5000.0005308869877 116.24995878114672 881170 1 1 0.01928595238157664 1.0000000000152744 0.78451388547946854 0.9999999998534953 1.0000000001471838 0.019285950366480072 0.019302242819032263 0.86107114631302606 1.1389371728253483 0 1 0 396 -494.94406103860501 5.23264979428758
5 -128.07836750208 9.3330623717907087e-18 1000.0028371726239 -126.97561222859561 -4.1615910414916439e-17 999.73499307865404 0.0037939340536145946 1.1430708833905813e-22 0.13882208942531568 0.23602403827496263 -6.5763287065427727e-17 0.97174721681553167 5000 5000.0042313956401 97.298593527604567 880039 1 1 0.01928596644801352 1.000000000032353 1.2878096518721744 0.9999999999005097 1.0000000001004901 0.019285950369295802 0.01961132170825115 0.86003336934656782 1.1401319183468954 0 1 0 397 -155.21110202124632 2.585750273771386
6 87.847337688560515 9.7138880552570949e-18 1000.0014761425816 88.866069782329035 -8.2090958004380487e-17 1000.4778869427237 -0.0053323278351635238 1.6770419172748968e-22 0.13877151797382695 -0.4236173153611778 -2.1764027309536323e-17 0.90584124992770931 5000 5000.0046188735969 84.979613597403656 880211 1 1 0.019285967920901835 0.99999999994440636 1.2647823293659792 0.99999999989776533 1.0000000001034899 0.019285950369451053 0.019766608310943894 0.85950836439447931 1.1407370024630374 0 1 0 403 126.31844179294087 3.7225712523923811
7 190.7659084739268 8.8134657127560658e-18 1000.0004061627961 191.875502944771 -4.4589725127552018e-17 999.76514472577844 -0.0022392623422684398 4.2871968029797882e-23 0.13885585540113593 0.20741386130238901 -6.4714802762673123e-17 0.97825328526140376 5000 5000.0032914349122 79.199688819079824 880087 1 1 0.019285962875018672 0.99999999998509603 1.2865478334756535 0.99999999994824995 1.000000000052548 0.019285950368963016 0.019464174762926521 0.86052429065362279 1.1395657983782304 0 1 0 406 207.00448430729827 2.5314128170906058
8 112.38568886641328 9.3654246689272927e-18 1000.0008495774571 113.50487120280378 -4.7410644641774181e-17 999.81057593550702 -0.0043227740592636415 1.1938128276065493e-22 0.1388066307224439 0.16760631948520022 -6.2855197001132796e-17 0.98585400629307107 5000 5000.0044050428405 83.587686443070382 880233 1 1 0.019285967108084348 1.0000000000554736 1.2887731609094562 0.9999999999069179 1.0000000000909974 0.019285950369314249 0.01966377201219123 0.85985298159076151 1.1403397021602075 0 1 0 399 143.5975205864134 0.59646273316310583
9 334.30175222798357 8.5680052314234661e-18 1000.0019919337429 335.40322218096986 -7.5517923706119843e-17 1000.2711587287392 -0.00075837670216100572 8.8987354382400431e-24 0.13887181469763957 -0.23738533571097098 -3.6980149232727626e-17 0.97141556620566483 5000 5000.0014966464323 71.515162328019784 880860 1 1 0.019285956052637922 0.99999999987728272 1.2856868208602024 0.99999999983409571 1.0000000001647691 0.019285950367842707 0.019338174106434125 0.86094961098450951 1.1390770767727523 0 1 0 387 339.89660553845675 4.0838863936315137
