# ELektron2 C++ Simulation Results
# Date: 2026-03-07 13:49:19
# Integrator: Boost.Odeint DormandPrince5(4)
# Boost absTol: 9.9999999999999998e-13  relTol: 9.9999999999999998e-13
# Cores: 24
# Total time: 19136 ms
# Total simulations: 1000
# startEnergy: 5000 eV
# startPos: -1000 (reduced)
# detectionDistance: 1000 (reduced)
# rangeMin: 9.9999999999999998e-13 m
# rangeMax: 1e-10 m
# spin: 1
# Z: 6
# alpha: 0.0072992700729926996
# reducedBohr: 274.49813790303745
# zitterRadius: 1.93079634e-13 m
# maxTime: 1000000 (reduced)
# Summary: isNaN=0 isPos=999 isNeg=1 is120L=0 is120R=0 isRenorm=0
#
# Columns:
# idx qx qy qz rx ry rz vx vy vz ux uy uz energyIn_eV energyOut_eV angle_deg steps apexCharge apexMass v2 u2 |q-r|2 minZdot2 maxZdot2 minXdot2 maxXdot2 minR maxR isNaN isPos isNeg elapsedMs dxZERO_reduced psi0
#
0 229.51729854214318 8.6989846223453518e-18 1000.001531871597 228.93906762002533 1.3508933995776693e-18 1000.6932339404713 -0.001644134475867843 2.7019173146353767e-23 0.13886416933745957 -0.76723161823269881 9.5105444046060953e-17 -0.6413701302530157 5000 5000.0027202859355 77.073524611696882 880573 1 1 0.019285960703957383 0.99999999999673594 0.81280275137823954 0.99999999984712362 1.0000000001518616 0.019285950368703692 0.019411368239008787 0.86070229640255491 1.1393617762268569 0 1 0 597 241.47921678085817 2.8563242429472124
1 442.6455377655717 8.5275918604564609e-18 1000.0014152581678 443.69094059443626 -2.9663686274229961e-17 999.58377803871372 -0.000368371001175809 3.3151550948860634e-24 0.13887338657124471 0.37098943997488709 -7.1567646939081454e-17 0.92863708481694218 5000 5000.0007448669512 66.123667036990739 881275 1 1 0.019285953194960875 0.99999999987018906 1.2672879216713091 0.9999999998104715 1.0000000001894578 0.01928595036690214 0.019309114020210794 0.86104780607946629 1.1389640566903494 0 1 0 565 445.43544943265783 1.3114055114787084
2 -192.24176974553777 8.8607743157489639e-18 1000.000003444829 -192.64479094221085 8.5153619713294053e-17 999.16563557649613 0.00222011977556424 4.9252270804698012e-23 0.13885616269851991 0.90045742780495541 -1.950497062737565e-17 -0.43494415819062965 5000 5000.0032851623519 100.88188459240109 880304 1 1 0.019285962851175686 1.0000000000332721 0.85859582467407825 0.99999999993953959 1.0000000000620053 0.019285950368940284 0.019462438114117058 0.86053192359568564 1.1395580359845963 0 1 0 599 -208.06498383531127 4.5180713502250969
3 289.62373919901654 8.6047067481650428e-18 1000.0005570342379 290.25793450491625 2.288408796848667e-17 999.14138252917348 -0.0010438510319619107 1.3973314828618142e-23 0.13886996855623468 0.80455497639406148 -7.7456443167654799e-17 0.59387817767192885 5000 5000.0019541705178 73.847737276529415 880931 1 1 0.019285957791786535 0.99999999995537991 1.1403845161778863 0.99999999992124255 1.0000000000795548 0.019285950368227982 0.019360884182923616 0.86087279553503715 1.1391650278073446 0 1 0 600 297.27103295627433 3.7188703255959936
4 -405.63189971226245 8.5411299927938134e-18 1000.0016680498034 -404.72759487922741 -7.3914185745502214e-18 999.36386749777796 0.0004692497680630817 5.1813529553356617e-24 0.13887308523372061 0.57636211725008391 -7.7209085727816389e-17 0.81719441371804546 5000 5000.0009560403623 112.07901077816153 881006 1 1 0.019285953997677057 1.0000000000129796 1.2245567752144348 0.99999999994829736 1.0000000000514171 0.01928595036720045 0.019316356477299106 0.86102349871279782 1.1389919398363666 0 1 0 587 -408.86971862386758 0.77843351146070527
5 -295.99014212602765 8.6124711464428023e-18 1000.0008685839454 -296.81800362963281 4.3691804314823203e-17 1000.2533151232595 0.00099953091916116493 1.5021126408576934e-23 0.13887029376377788 -0.29167834217353039 8.5665313125847447e-17 -0.95651646331796925 5000 5000.0018911143879 106.4882208464454 881380 1 1 0.019285957552096326 0.99999999989141508 0.74908392436310678 0.99999999986064259 1.000000000140963 0.019285950368142745 0.019357294513866787 0.8608854757588793 1.1391508327019857 0 1 0 602 -303.04106529617934 5.9479739017215767
6 453.25392918300912 8.5255259119276838e-18 1000.002894765849 454.15780467882831 -8.6276954146781751e-17 1000.6410629808405 -0.00034437750186270145 3.0298674611242936e-24 0.13887344743317867 -0.57676671215008102 -6.6252757684397904e-18 0.81690890534272309 5000 5000.0006930095687 65.617465311261213 881181 1 1 0.019285952997839629 0.99999999987266053 1.2242495825678776 0.9999999998286343 1.000000000169881 0.019285950366793612 0.019307426714887218 0.86105353616599201 1.1389571629006046 0 1 0 575 455.87123445654169 0.12207890135712529
7 -59.278501005002859 1.0687585172853731e-17 1000.0001779968928 -58.315929248421845 -1.3025351361007324e-17 999.43130776946555 0.0068122563099027181 3.0054648922569039e-22 0.13870674584074635 0.50878090216434635 -7.5456697529781607e-17 0.86089604117419916 5000 5000.0046864466467 93.392437428981808 879030 1 1 0.019285968177761216 1.0000000001165745 1.2501577222206264 0.99999999985022248 1.0000000001510121 0.019285950369529608 0.019922904871655274 0.85899629022691204 1.1413269036335412 0 1 0 620 -108.12185340993365 2.3569010228608716
8 -442.79223706115619 8.5306280568758206e-18 1000.0000525847533 -442.00986899692901 7.5233161650433914e-18 999.24161716141066 0.00036900629279814127 3.7327767857965281e-24 0.13887338493026957 0.69603963580324391 -7.8408822171382971e-17 0.71800336029890022 5000 5000.0007482011133 113.88338966173568 881091 1 1 0.019285953207634949 1.0000000000096247 1.1873240793035753 0.99999999989575039 1.0000000001060012 0.019285950366895104 0.019309158868440493 0.86104781380026318 1.1389639415681028 0 1 0 577 -445.30896620311449 1.8545734087555088
9 -148.6402460575857 2.8450777510948694e-17 1000.0012203176063 -148.0178530762517 4.1868163776304956e-17 999.16302653533933 -0.025815904770103287 2.7296468409582518e-21 0.13645308902332717 0.80286545667708564 -7.9033282746195292e-17 0.59616026243166154 5000 4999.9884456876516 98.454546483445839 887142 1 1 0.019285906443107091 1.0000000000278928 1.0899418398449074 0.99999999993821664 1.0000000000624376 0.019285906443107091 0.022311244241139824 0.85123859636337962 1.150314591459233 0 1 0 603 39.98449485949758 2.7156654308509571
