# ELektron2 C++ Simulation Results
# Date: 2026-03-08 23:20:56
# Integrator: DP853 (self-contained)
# DP853 absTol: 9.9999999999999998e-13  relTol: 9.9999999999999998e-13  minStep: 1e-10  maxStep: 10
# Cores: 24
# Total time: 20049 ms
# Total simulations: 24
# startEnergy: 5000 eV
# startPos: -14663.993697025551 (reduced)
# detectionDistance: 14663.993697025551 (reduced)
# rangeMin: 1e-13 m
# rangeMax: 9.9999999999999998e-13 m
# spin: 1
# Z: 6
# alpha: 0.0072992700729926996
# reducedBohr: 274.49813790303745
# zitterRadius: 1.93079634e-13 m
# atomCount: 30
# atomSpacing: 735.44784117417589 (reduced) = 1.42e-10 m
# chainHalfLength: 10663.993697025551 (reduced)
# maxTime: 1000000 (reduced)
#
# Columns:
# idx qx qy qz rx ry rz vx vy vz ux uy uz energyIn_eV energyOut_eV angle_deg steps elapsedMs dxZERO_reduced psi0
#
10 13559.498645840455 -6.1373759147488241e-12 14664.033359824169 13561.466035277874 -6.1367755972592589e-12 14662.274056103312 0.2904734598173988 -1.314810909325616e-16 0.54256880143180164 0.66658606693627831 -8.7408298535795185e-17 0.74542807535895794 5000 137320.42478044596 47.241140427918275 379736 3182 -2.7720879184156377 0.45742716282408913
11 -83049.066433077445 1.2027743056564983e-10 14664.000055720089 -83047.689552436306 1.2027595246423448e-10 14665.546206934257 -0.52425471499905796 7.5926778117822472e-16 0.15988218492514711 -0.74680365447292174 6.3030726386756017e-16 0.66504458755794182 5000 99938.720143337006 169.98647878122139 983544 6184 1.5780567871568691 0.23922060605155518
12 -1.3392897740784704 6.9346470756540919e-17 -10663.521860544755 0.00052304277118897394 -1.825813774334322e-17 -10663.9945210019 -0.11110042931098149 1.0340964821403429e-14 0.9937589357612171 0.33268576386131393 -5.4392798577697071e-17 0.94303774199849089 5000 50621683.809108622 269.99280391110932 163677 1600 -3.1466412603076854 4.4105904779030656
13 -1250.4217815259117 -1.1010674411118106e-12 -14664.042528785871 -1250.2694416108468 -1.1011780136319121e-12 -14663.068141101976 -0.20940688552735315 -1.843396262436917e-16 -0.67006719498139533 -0.98799782625399357 -6.7205665147291516e-16 0.15446778265432362 5000 206544.69125551221 265.12610532184675 192269 1840 2.2764679900979403 0.96083086165738196
14 1516.7961752835786 -2.5367541306496994e-12 -14664.350563912329 1507.6236528683087 -2.556737865307427e-12 -14669.295206862644 0.32793565767473898 -5.4804303312045466e-16 -0.86484680326013597 0.47451582060384329 -2.8431070452607968e-16 -0.88024697451567413 5000 833279.7747742692 275.90534628095452 174006 1064 0.83148970435006297 5.2134530818511422
15 -135498.00569269489 -6.3149897704844877e-13 2833.693620404601 -135497.00280791146 -6.315641713645843e-13 2833.78003417127 -0.13949735775548341 -6.5012384488133263e-19 0.01389121991361633 -0.085847128660172745 -6.6452714207845223e-17 0.99630832033390226 5000 5096.4510036784368 178.8019379290466 5671742 20034 4.9836965122927168 1.5433190136862245
16 -137405.48534054248 1.0001648369987803e-09 14664.031450662185 -137404.00175456295 9.998777143622418e-10 14672.1317409645 -0.83861175912838803 6.10448072017787e-15 0.15458374126939978 -0.98363814448764653 6.0020953739225125e-15 0.18015549055716343 5000 467298.77174925595 173.9084017920346 447570 3652 -4.458824378508222 5.9372384294526457
17 -4239.4068341546281 1.8827371962864801e-13 14664.054279528482 -4238.1044092625343 1.8824951352493893e-13 14663.533241098559 -0.058259222710915777 2.5867156883361019e-18 0.34890884333642597 0.37143275493703948 -5.0261935328688158e-17 0.92845985819021848 5000 35323.037901881333 106.12468530287396 626244 4088 -0.66100949370066708 0.56782950985972835
18 -27380.656774407045 -3.1710700015647242e-13 -14663.995041869199 -27381.565017010285 -3.1709222141017103e-13 -14663.450831523553 -0.11292118303898746 -1.3076536969191567e-18 -0.016516648762290233 -0.5139850925611541 7.5971254731047317e-17 -0.85779912079875209 5000 3360.4914025586008 208.17173806361697 1488542 7515 4.1614135656194744 1.5453095274233672
19 163444.07101587043 1.1434680960724904e-09 14664.460016466033 163446.02387738859 1.1433836723991363e-09 14652.622503611186 0.87412524376812117 6.1155106144584838e-15 0.13545996618609799 0.9866636829188089 6.1047352954574738e-15 0.16277216149754375 5000 584558.84906586807 5.126939953122716 379835 3184 -4.2939532745669844 6.0504448461183937
